GENDER,HOME_VALUE,HH_INCOME,NET_WORTH,PRES_KIDS,AGE,HOMEOWNER,CREDIT_RATING,PART_AFFILIATION,CONFIDENCE_LEVEL,BUBBLES,Childrens_Recency_of_Purchase,Fashion_Accessories_and_Beauty_Recency_of_Purchase,Female_and_Male_Apparel_Recency_of_Purchase,High_Ticket_Female_Apparel_Acc_Recency_of_Purchase,High_Ticket_Home_Decor_Recency_of_Purchase,Home_Decor_Recency_of_Purchase,Intimate_Apparel_and_Undergarments_Recency_of_Purchase,Kitchen_and_Bath_Recency_of_Purchase,Male_Apparel_Recency_of_Purchase,Modern_Contemporary_Decor_and_Gifts_Recency_of_Purchase,Other_Recency_of_Purchase,Purchase_Date_Range,TARGET
F,U,O,A,,55-64,R,C,I,0,Wealth Whispers,,,,,5,5,,5,,,,5,0
F,Q,R,I,,55-64,H,B,R,0,Wealth Whispers,5,4,1,,2,2,1,5,,3,,1,0
M,R,S,I,TRUE,65-74,H,B,D,0,Old Money,,5,3,,5,5,,,1,5,,1,0
F,S,Q,I,TRUE,55-64,H,B,,0,Wealth Whispers,5,5,2,4,2,5,5,5,4,2,5,2,0
F,S,S,I,,75+,H,B,R,0,Old Money,,,1,,,,1,,,,,1,0
M,Q,O,H,TRUE,45-54,H,B,I,0,Lowkey Luxe,,,3,,,,,,,,,3,0
M,Q,N,H,TRUE,65-74,H,B,D,0,Dynamic Duos,5,5,,,5,,,,,5,5,1,0
F,M,J,E,,65-74,H,C,D,0,Silver Sneakers,5,3,4,,,,4,,,,,1,0
F,R,R,I,,65-74,H,B,,0,Old Money,,,,,,,,,5,,,1,0
F,S,O,I,TRUE,55-64,H,B,R,0,Wealth Whispers,,5,5,5,5,,,5,,,,4,0
F,P,N,I,,75+,H,B,R,0,Silver Sneakers,,,,,5,,,5,,,,1,0
M,R,O,I,,65-74,H,C,D,0,Old Money,,,,3,2,2,,,,,,2,0
F,R,O,I,TRUE,55-64,H,C,D,0,Single and Thriving,,3,,,,,,,,,,3,0
F,R,O,I,TRUE,55-64,H,C,D,0,Single and Thriving,,3,,,,,,,,,,3,0
F,Q,N,I,,65-74,H,B,I,0,Silver Sneakers,,,,,,,,,,,,2,0
F,U,O,I,,,H,,D,0,Jet Setters,,5,,,1,1,,1,,,,1,0
M,R,O,I,TRUE,55-64,H,F,D,0,Wealth Whispers,5,,,,,,,,,,,2,0
F,S,R,I,TRUE,,H,B,,0,Single and Thriving,,,5,,4,4,5,,,,,4,0
F,S,R,I,TRUE,,H,B,,0,Single and Thriving,,,5,,4,4,5,,,,,4,0
F,S,R,I,TRUE,,H,B,,0,Single and Thriving,,,5,,4,4,5,,,,,4,0
F,S,S,I,TRUE,55-64,H,B,I,0,Wealth Whispers,,5,2,1,1,,,5,1,1,5,1,0
F,S,S,I,,65-74,H,B,L,0,Old Money,5,4,4,2,4,5,5,5,3,4,4,1,0
M,Q,S,I,TRUE,65-74,H,B,D,0,Wealth Whispers,,,,5,1,4,5,,,1,,1,0
F,S,S,I,TRUE,45-54,H,B,D,0,Lowkey Luxe,,,2,,5,5,,,,5,,2,0
F,P,S,I,TRUE,65-74,H,C,R,0,Wealth Whispers,,,,,1,1,,,,,,1,0
F,S,N,G,TRUE,75+,H,B,D,0,Silver Sneakers,,5,3,2,4,,5,,1,4,4,1,0
F,Q,N,I,TRUE,55-64,H,C,R,0,Single Sophisticates,,,,,,,,,,,,2,0
M,U,L,G,FALSE,55-64,R,B,D,0,Working for the Weekend,,,,,3,,,3,,,2,2,0
M,R,S,I,TRUE,55-64,H,B,D,0,Wealth Whispers,5,2,1,,3,5,5,4,3,3,,1,0
F,Q,S,I,TRUE,65-74,H,B,I,0,Old Money,,3,5,5,1,1,,,,1,,1,0
F,S,S,I,TRUE,55-64,H,B,D,0,Lowkey Luxe,,3,2,4,2,5,4,4,5,2,,2,0
F,Q,Q,I,,55-64,H,B,D,0,Wealth Whispers,,5,,,,,,,,,,3,0
F,Q,N,I,,75+,H,B,D,0,Silver Sneakers,5,,,,5,,,5,,5,,5,0
F,O,O,H,TRUE,45-54,H,C,L,0,Jet Setters,,,,1,2,3,,,,,,1,0
F,P,L,H,,65-74,H,D,D,0,Smart Singles,5,,,,,,,,,,,5,0
F,Q,O,H,TRUE,65-74,H,D,R,0,Old Money,,3,,,,,,,,,,2,0
M,U,O,G,FALSE,55-64,H,D,R,0,Wealth Whispers,,2,,,,,,,,,,1,0
F,N,B,B,TRUE,55-64,H,G,D,0,Melting Pot Medley,5,5,,,,,,,,,,1,0
M,R,S,I,TRUE,55-64,H,A,I,0,Wealth Whispers,,5,3,,,,3,,5,,,1,0
F,S,S,I,,75+,H,B,D,0,Old Money,,4,2,,5,5,,,,5,,2,0
M,R,N,I,TRUE,55-64,H,B,D,0,Dynamic Duos,,,,,,,,,,,,,0
F,Q,N,H,TRUE,55-64,H,G,R,0,Single Sophisticates,,,,,,,,,,,,5,0
M,R,R,I,TRUE,55-64,H,A,D,0,Wealth Whispers,,,,,5,5,,,,,,1,0
F,P,H,D,TRUE,35-44,H,E,D,0,Subway Surfers,,,,,3,,2,3,,5,,2,0
M,S,S,I,,65-74,H,A,R,0,Old Money,,,,,,,,,,,,,0
F,U,F,A,TRUE,55-64,R,C,D,0,Urban Mashup,,4,1,,,,,,,,,1,0
M,S,S,I,TRUE,75+,H,B,D,0,Old Money,,4,5,3,1,2,2,2,2,1,,1,0
F,G,N,F,,65-74,H,F,R,0,Silver Sneakers,,,,5,2,,,,,2,5,2,0
F,G,N,F,,65-74,H,F,R,0,Silver Sneakers,,,,5,2,,,,,2,5,2,0
M,S,S,I,FALSE,55-64,H,B,R,0,Single and Thriving,,,5,3,5,,,5,2,,,2,0
M,S,S,I,FALSE,55-64,H,B,R,0,Single and Thriving,,,5,3,5,,,5,2,,,2,0
F,S,S,I,TRUE,55-64,H,A,D,0,Lowkey Luxe,5,,2,,,,,,,,,2,0
F,O,O,G,TRUE,55-64,H,D,D,0,Single and Thriving,,,1,,5,,3,,,5,,1,0
F,R,Q,I,TRUE,65-74,H,D,L,0,Wealth Whispers,,,2,4,3,4,4,5,,3,4,2,0
F,Q,O,I,TRUE,45-54,H,B,R,0,Minivans and Malls,5,1,5,,,,,,,,,1,0
F,Q,S,I,FALSE,55-64,H,E,L,0,Lowkey Luxe,,,,,,,,,,,,,0
F,Q,O,I,TRUE,65-74,H,B,D,0,Wealth Whispers,,,,,,,,,,,,,0
M,R,S,I,TRUE,55-64,H,B,,0,Wealth Whispers,,,4,,3,3,,,5,,,2,0
M,S,N,I,TRUE,55-64,H,C,R,0,Single Sophisticates,,,,,,,,,,,,,0
M,R,R,I,TRUE,65-74,H,D,L,0,Old Money,,,,,,,,,,,,,0
M,R,R,I,TRUE,65-74,H,D,L,0,Old Money,,,,,,,,,,,,,0
M,L,F,I,TRUE,55-64,H,F,,0,Urban Mashup,,,4,,,,,,,,,4,0
M,Q,O,I,,75+,H,A,R,0,Senior Elite,,,,,,,,,,,,2,0
M,S,S,I,TRUE,45-54,H,B,,0,Lowkey Luxe,,,1,,5,,,,5,5,,1,0
M,M,O,I,TRUE,75+,H,A,I,0,Senior Elite,5,5,,5,5,,,,,5,5,2,0
M,M,O,I,TRUE,75+,H,A,I,0,Senior Elite,5,5,,5,5,,,,,5,5,2,0
F,Q,O,H,TRUE,65-74,H,B,R,0,Old Money,,,,,,,,,5,,,5,0
F,Q,O,H,TRUE,65-74,H,B,R,0,Old Money,,,,,,,,,5,,,5,0
F,Q,O,H,TRUE,65-74,H,B,R,0,Old Money,,,,,,,,,5,,,5,0
F,Q,N,H,TRUE,65-74,H,D,R,0,Smart Singles,,5,,,,,,,,,,4,0
F,Q,N,H,TRUE,65-74,H,D,R,0,Smart Singles,,5,,,,,,,,,,4,0
F,Q,N,H,TRUE,65-74,H,D,R,0,Smart Singles,,5,,,,,,,,,,4,0
F,O,H,F,TRUE,45-54,H,D,D,0,Single and Surviving,,5,,,4,4,,,,,,4,0
F,S,S,I,TRUE,35-44,H,B,R,0,Glitterati,,5,5,,5,,3,,,5,,1,0
F,S,N,I,TRUE,55-64,H,B,R,0,Movin On Up,5,2,1,1,,,1,,,,,1,0
F,Q,S,I,TRUE,55-64,H,B,L,0,Wealth Whispers,5,,2,,2,,5,,,2,,1,0
M,P,N,G,TRUE,45-54,H,D,,0,Working for the Weekend,,,1,,,,,,,,,1,0
F,Q,Q,I,TRUE,55-64,H,B,R,0,Wealth Whispers,,,5,,,,,,,,,3,0
F,R,O,I,TRUE,65-74,H,C,D,0,Single and Thriving,,,,,3,3,,,,5,,3,0
F,O,P,H,TRUE,65-74,H,B,D,0,Wealth Whispers,,,,,,,,,,,,5,0
M,I,J,A,TRUE,45-54,H,E,D,0,Movin On Up,5,5,5,,,,5,,,,,1,0
F,N,N,I,,75+,H,C,D,0,Silver Sneakers,,,,,,,,,,,,2,0
F,Q,L,I,TRUE,65-74,H,D,D,0,Smart Singles,,,,,,,,,,,,,0
M,S,S,I,TRUE,55-64,H,A,R,0,Wealth Whispers,,5,,,,,,,,,,5,0
F,R,D,H,,75+,H,C,D,0,Senior Discount,,,,,,,,,,,,,0
F,P,F,G,,65-74,H,B,D,0,Mid Century Moderns,,,3,,,,,,,,,2,0
M,,N,H,,75+,H,,D,0,Golden Era,,,,,,,,,,,,3,0
F,Q,Q,H,TRUE,75+,H,G,L,0,Old Money,,,,,3,3,,4,,,,1,0
F,Q,L,G,,65-74,H,D,R,0,Smart Singles,,5,,,,,,,,,5,1,0
F,Q,P,H,TRUE,55-64,H,D,L,0,Single and Thriving,,2,,,,,5,,,,,2,0
F,Q,P,H,TRUE,55-64,H,D,L,0,Single and Thriving,,2,,,,,5,,,,,2,0
F,Q,P,H,TRUE,55-64,H,D,L,0,Single and Thriving,,2,,,,,5,,,,,2,0
F,,B,,,65-74,R,,D,0,Mid Century Moderns,,,,,,,,,,,,,0
F,P,O,I,,55-64,H,D,D,0,Wealth Whispers,,,,,,,,,,,,5,0
F,P,O,I,,55-64,H,D,D,0,Wealth Whispers,,,,,,,,,,,,5,0
F,Q,L,H,TRUE,75+,H,E,D,0,Golden Era,,,3,,5,5,,,,,,3,0
F,Q,L,H,TRUE,75+,H,E,D,0,Golden Era,,,3,,5,5,,,,,,3,0
F,S,R,I,TRUE,45-54,H,C,,0,Lowkey Luxe,,3,1,1,1,1,5,3,5,,,1,0
F,S,R,I,TRUE,45-54,H,C,,0,Lowkey Luxe,,3,1,1,1,1,5,3,5,,,1,0
F,O,O,I,FALSE,55-64,H,B,R,0,Single and Thriving,5,,3,,4,,,,2,4,,2,0
F,R,P,I,TRUE,75+,H,B,R,0,Old Money,1,3,2,1,2,,,2,1,3,,1,0
F,Q,O,H,TRUE,45-54,H,B,L,0,Lowkey Luxe,,5,5,,,,,,2,,,1,0
F,N,O,I,,65-74,H,B,R,0,Wealth Whispers,,5,2,,4,4,2,,,4,,2,0
F,R,S,I,TRUE,45-54,H,E,I,0,Lowkey Luxe,,2,4,,5,,,,4,5,,2,0
M,U,O,H,,55-64,H,B,D,0,Wealth Whispers,,,4,,2,,4,5,3,2,,1,0
M,U,O,H,,55-64,H,B,D,0,Wealth Whispers,,,4,,2,,4,5,3,2,,1,0
M,Q,O,H,TRUE,55-64,H,C,U,0,Wealth Whispers,,5,5,5,2,5,4,5,5,2,5,2,0
F,R,J,G,TRUE,45-54,H,E,R,0,Movin On Up,,5,,5,5,,3,,,5,,3,0
M,R,O,I,,75+,H,B,I,0,Senior Elite,,,,,,,,,,,,,0
M,R,O,I,,75+,H,B,I,0,Senior Elite,,,,,,,,,,,,,0
F,R,O,I,FALSE,45-54,H,B,L,0,Lowkey Luxe,2,5,,1,1,2,,,,2,,1,0
F,S,S,I,TRUE,65-74,H,B,R,0,Old Money,5,,5,,1,1,5,,4,5,,1,0
F,Q,S,I,TRUE,55-64,H,B,D,0,Single and Thriving,,1,1,1,5,,5,,,5,,1,0
F,P,O,E,TRUE,75+,H,C,D,0,Local Legends,,5,,,,,,,,,,5,0
M,A,J,A,TRUE,55-64,H,D,I,0,Home for the Holidays,,,,,,,,,,,,2,0
M,A,J,A,TRUE,55-64,H,D,I,0,Home for the Holidays,,,,,,,,,,,,2,0
F,Q,Q,I,,75+,H,B,R,0,Urban Elites,,3,1,,,,1,,,,,1,0
F,S,O,I,TRUE,55-64,H,A,I,0,Wealth Whispers,,5,1,,,,,,,,,1,0
F,S,O,I,TRUE,55-64,H,A,I,0,Wealth Whispers,,5,1,,,,,,,,,1,0
F,S,O,I,TRUE,55-64,H,A,I,0,Wealth Whispers,,5,1,,,,,,,,,1,0
F,,R,I,TRUE,65-74,H,,R,0,Wealth Whispers,3,1,1,1,1,2,2,1,2,2,5,1,0
M,P,F,H,TRUE,55-64,H,A,I,0,Melting Pot Medley,,3,,,,,,,,,,2,0
M,P,F,H,TRUE,55-64,H,A,I,0,Melting Pot Medley,,3,,,,,,,,,,2,0
M,P,F,H,TRUE,55-64,H,A,I,0,Melting Pot Medley,,3,,,,,,,,,,2,0
M,O,N,C,TRUE,45-54,H,D,D,0,Movin On Up,,,,,,,,,,,,5,0
F,S,S,I,,65-74,H,E,D,0,Old Money,,4,3,,4,,,4,4,4,,2,0
M,R,S,I,TRUE,65-74,H,B,I,0,Old Money,,5,3,5,5,,,,,5,,1,0
F,Q,Q,H,TRUE,65-74,H,B,I,0,Old Money,5,5,5,,5,,5,,,5,5,1,0
F,R,R,I,,75+,H,B,D,0,Senior Elite,5,5,2,,,,5,,,,,2,0
F,R,P,I,,75+,H,A,R,0,Senior Elite,,,,,,,,,,,,,0
F,S,S,I,TRUE,75+,H,B,I,0,Senior Elite,,,5,,5,5,5,,5,,2,2,0
F,,H,I,,75+,H,,D,0,Blue Collar Boomers,,2,,,,,,,,,,1,0
F,U,O,I,,45-54,H,,D,0,Jet Setters,,,,,,,,,,,,5,0
M,P,R,I,TRUE,75+,H,C,I,0,Country Club Set,,3,3,5,,,,,5,,,1,0
M,Q,S,I,FALSE,55-64,H,H,D,0,Lowkey Luxe,,2,5,2,1,3,5,1,5,,,1,0
F,Q,N,H,TRUE,55-64,H,D,D,0,Movin On Up,,,,,5,5,,5,,,,2,0
F,Q,L,I,,75+,H,B,I,0,Golden Era,,,,,,,,,,,,,0
F,Q,Q,I,TRUE,55-64,H,D,D,0,Wealth Whispers,,,5,,,,5,,4,,5,2,0
F,S,S,I,TRUE,45-54,H,C,L,0,Lowkey Luxe,5,2,1,4,5,5,,5,1,5,1,1,0
F,U,N,I,TRUE,65-74,H,,D,0,Dynamic Duos,,5,2,,,,,,,,,1,0
F,,O,I,TRUE,55-64,H,,I,0,Wealth Whispers,,5,5,,2,,5,,2,2,,2,0
F,R,O,I,TRUE,55-64,H,B,D,0,Suburban Socialites,5,,2,1,5,5,,,,,,1,0
F,R,O,I,TRUE,55-64,H,B,D,0,Suburban Socialites,5,,2,1,5,5,,,,,,1,0
F,S,R,I,TRUE,65-74,H,B,D,0,Old Money,5,5,5,,,,,,,,5,1,0
F,S,S,I,TRUE,55-64,H,D,D,0,Lowkey Luxe,,2,1,5,,,5,,,,5,1,0
M,R,R,I,TRUE,65-74,H,B,D,0,Old Money,5,,,,2,5,,,1,2,,1,0
F,Q,O,I,TRUE,55-64,H,D,D,0,Wealth Whispers,5,5,,,5,,5,,,5,,4,0
F,Q,O,I,TRUE,55-64,H,D,D,0,Wealth Whispers,5,5,,,5,,5,,,5,,4,0
F,Q,O,I,TRUE,55-64,H,D,D,0,Wealth Whispers,5,5,,,5,,5,,,5,,4,0
M,F,N,H,TRUE,55-64,H,D,D,0,Single Sophisticates,,,,,,,,,,,,5,0
F,S,S,I,TRUE,45-54,H,B,R,0,Lowkey Luxe,,3,1,1,1,5,,5,,1,,1,0
M,M,O,I,TRUE,75+,H,C,D,0,Old Money,,,,,5,5,,,,,,3,0
M,S,S,I,TRUE,45-54,H,C,R,0,Lowkey Luxe,2,5,4,5,2,3,5,5,4,2,,2,0
F,S,S,I,TRUE,55-64,H,B,D,0,Lowkey Luxe,,5,2,1,5,,3,,5,5,,1,0
F,Q,O,I,TRUE,65-74,H,A,R,0,Old Money,4,3,,,5,5,,,,,5,2,0
F,S,O,I,,75+,H,B,R,0,Senior Elite,,,,2,,,,,3,,,1,0
F,R,Q,I,FALSE,55-64,H,C,D,0,Wealth Whispers,,,3,3,1,3,,,4,1,,1,0
F,S,S,I,TRUE,65-74,H,B,R,0,Wealth Whispers,,4,1,1,5,,5,5,1,5,,1,0
M,Q,N,A,TRUE,35-44,H,C,I,0,Single in the Suburbs,,,,,,,,,,,,,0
F,Q,O,H,,65-74,H,C,L,0,Wealth Whispers,,5,,,,,,,,,,1,0
F,,R,I,,55-64,H,,R,0,Single and Thriving,,,,,1,1,,,,,,1,0
F,Q,M,H,,65-74,H,C,,0,Smart Singles,,,,,,,,,,,,1,0
F,Q,R,I,TRUE,45-54,H,B,D,0,Lowkey Luxe,,,2,,,,,,,,,1,0
F,S,Q,I,TRUE,55-64,H,A,D,0,Wealth Whispers,,4,2,1,1,,,5,2,1,5,1,0
F,Q,O,H,TRUE,55-64,H,B,I,0,Wealth Whispers,,,,,4,5,,,,5,5,3,0
F,R,P,I,,75+,H,C,R,0,Old Money,,,,,,,,,,,,2,0
F,Q,O,I,TRUE,65-74,H,B,I,0,Urban Elites,,,,,,,,,,,,1,0
M,S,S,I,TRUE,45-54,H,B,D,0,Lowkey Luxe,,,3,3,5,5,,,3,,2,2,0
F,S,O,I,TRUE,65-74,H,D,,0,Old Money,2,3,,1,2,5,,5,,2,,1,0
F,,,I,TRUE,55-64,H,,D,0,Wealth Whispers,,5,1,2,5,,5,,,5,3,1,0
F,Q,L,H,TRUE,65-74,H,E,D,0,Country Clout,,,,,,,,,,,,3,0
M,S,S,I,TRUE,45-54,H,D,,0,Jet Setters,,,5,,,,,,,,,5,0
M,R,Q,I,TRUE,75+,H,B,I,0,Urban Elites,,,1,,5,5,,5,1,5,,1,0
M,S,S,I,TRUE,75+,H,A,D,0,Old Money,,5,5,,5,,,,,5,,1,0
F,R,S,I,,75+,H,,L,0,Urban Elites,4,3,1,2,1,1,,,,1,1,1,0
F,S,R,H,TRUE,65-74,H,B,I,0,Old Money,,5,5,5,,,5,,,,,1,0
F,U,L,H,TRUE,55-64,R,E,I,0,Single Sophisticates,5,,,,,,,,,,,5,0
F,R,R,I,TRUE,55-64,H,B,D,0,Single and Thriving,,,2,1,2,3,,5,,2,,1,0
F,S,R,I,TRUE,35-44,H,C,D,0,Life in the Fast Lane,,1,5,,,,5,,,,,1,0
M,R,R,I,,65-74,H,B,L,0,Wealth Whispers,,,,,,,,,,,,1,0
M,S,S,I,TRUE,45-54,H,B,D,0,Patriotic and Proud,,5,3,,,,,,2,,,2,0
M,R,Q,I,TRUE,65-74,H,B,D,0,Old Money,1,,2,,,,2,,,,,1,0
F,Q,J,I,,75+,H,C,I,0,Smart Singles,,,,,,,,,,,,1,0
M,R,P,I,,75+,H,C,I,0,Senior Elite,,5,,,,,,,,,,2,0
F,S,I,I,TRUE,45-54,H,B,D,0,Single and Surviving,5,3,4,1,1,5,4,5,5,1,4,1,0
F,S,I,I,TRUE,45-54,H,B,D,0,Single and Surviving,5,3,4,1,1,5,4,5,5,1,4,1,0
F,S,I,I,TRUE,45-54,H,B,D,0,Single and Surviving,5,3,4,1,1,5,4,5,5,1,4,1,0
F,S,P,I,TRUE,75+,H,B,D,0,Old Money,,,,,,,,,,,,1,0
F,S,N,I,,75+,H,,R,0,Golden Era,,,2,2,,,5,,2,,,1,0
F,O,N,H,TRUE,65-74,H,B,D,0,Silver Sneakers,5,,,,5,,,,,5,,5,0
M,R,R,I,TRUE,55-64,H,B,D,0,Wealth Whispers,5,4,4,,5,,4,5,4,5,4,1,0
F,R,P,I,TRUE,55-64,H,B,D,0,Wealth Whispers,,,4,,,,,,,,,1,0
F,R,P,I,TRUE,55-64,H,B,D,0,Wealth Whispers,,,4,,,,,,,,,1,0
F,R,P,I,TRUE,55-64,H,B,D,0,Wealth Whispers,,,4,,,,,,,,,1,0
F,Q,O,I,TRUE,75+,H,C,R,0,Senior Elite,,,5,,3,,,,,3,,2,0
F,S,S,I,TRUE,65-74,H,C,L,0,Old Money,,3,3,,4,4,,,2,,,2,0
F,Q,N,G,,75+,H,,D,0,Affluent Acres,,,,,,,,,,,,,0
F,S,R,I,TRUE,55-64,H,F,D,0,Wealth Whispers,,2,2,,3,3,3,,1,5,4,1,0
F,S,R,I,TRUE,55-64,H,F,D,0,Wealth Whispers,,2,2,,3,3,3,,1,5,4,1,0
M,R,R,I,TRUE,75+,H,C,D,0,Old Money,,,5,,,,,,5,,,1,0
F,Q,Q,I,,65-74,H,D,R,0,Old Money,5,4,1,,5,5,,,1,,,1,0
F,Q,Q,I,,65-74,H,D,R,0,Old Money,5,4,1,,5,5,,,1,,,1,0
F,Q,Q,I,,65-74,H,D,R,0,Old Money,5,4,1,,5,5,,,1,,,1,0
F,Q,R,I,TRUE,45-54,H,C,R,0,Lowkey Luxe,,5,,,,,,,,,,1,0
M,R,Q,I,TRUE,75+,H,B,I,0,Old Money,4,,,,,,,,,,,4,0
F,Q,N,I,,75+,H,B,R,0,Golden Era,,,,,,,,,,,,,0
F,R,S,I,FALSE,55-64,H,A,L,0,Lowkey Luxe,4,5,1,,1,5,,,5,1,,1,0
M,L,H,G,,65-74,H,C,I,0,Melting Pot Medley,,,5,3,1,,,5,2,,5,1,0
M,L,H,G,,65-74,H,C,I,0,Melting Pot Medley,,,5,3,1,,,5,2,,5,1,0
M,S,R,I,,65-74,H,B,R,0,Urban Elites,,5,,,,,,,,,,5,0
F,R,N,G,TRUE,35-44,H,D,D,0,Date Nights City Lights,,,,,,,5,,,,,5,0
M,N,O,G,FALSE,45-54,H,E,I,0,Jet Setters,,,,,,,,,,,,,0
M,S,S,I,TRUE,45-54,H,C,R,0,Lowkey Luxe,,,5,,,,,,,,,5,0
M,S,S,I,TRUE,45-54,H,C,R,0,Lowkey Luxe,,,5,,,,,,,,,5,0
F,O,Q,H,TRUE,65-74,H,D,I,0,Urban Elites,,2,3,1,2,,3,2,,,,1,0
M,Q,O,H,,65-74,H,B,D,0,Single and Thriving,,,,,4,4,,,,,,2,0
M,Q,O,H,,65-74,H,B,D,0,Single and Thriving,,,,,4,4,,,,,,2,0
F,Q,P,I,TRUE,65-74,H,B,D,0,Wealth Whispers,5,2,,,3,5,,5,,3,,1,0
F,,M,I,,65-74,H,,I,0,Silver Sneakers,,,,,,,,,,,5,5,0
F,,M,I,,65-74,H,,I,0,Silver Sneakers,,,,,,,,,,,5,5,0
F,Q,H,I,,65-74,H,,R,0,American Classics,5,,,,,,,,4,,,3,0
M,O,Q,H,TRUE,55-64,H,C,D,0,Wealth Whispers,,,5,,5,,5,,,5,,5,0
M,S,R,I,,75+,H,B,D,0,Urban Elites,,5,,,5,5,,,,,,5,0
F,O,N,I,,55-64,H,D,I,0,Single Sophisticates,,5,,,,,,,,,,2,0
F,O,N,I,,55-64,H,D,I,0,Single Sophisticates,,5,,,,,,,,,,2,0
M,Q,S,I,TRUE,65-74,H,C,I,0,Wealth Whispers,5,,,,,,,,,,,5,0
M,R,S,I,TRUE,65-74,H,B,I,0,Old Money,5,,5,,2,3,,2,,,4,1,0
M,P,Q,I,,65-74,H,D,R,0,Old Money,,,,,,,,,,,,1,0
M,P,Q,I,,65-74,H,D,R,0,Old Money,,,,,,,,,,,,1,0
M,P,Q,I,,65-74,H,D,R,0,Old Money,,,,,,,,,,,,1,0
F,Q,P,I,TRUE,65-74,H,B,D,0,Single and Thriving,,,,,,,,,,,,2,0
M,S,S,I,TRUE,35-44,H,C,,0,Lowkey Luxe,,,1,,4,4,5,,5,,5,1,0
M,R,Q,I,TRUE,65-74,H,C,D,0,Wealth Whispers,,5,,,5,5,,,,,,2,0
M,P,Q,H,TRUE,65-74,H,B,I,0,Urban Elites,,,,,,,,,,,,5,0
F,S,O,I,,65-74,H,C,D,0,Wealth Whispers,,,,,5,5,,,,,,5,0
M,H,Q,G,TRUE,55-64,H,B,D,0,Hometown Heroes,,,,,,,,,,,,,0
M,S,R,I,,75+,H,D,D,0,Senior Elite,,,2,,,,2,,,,4,2,0
M,S,R,I,,75+,H,D,D,0,Senior Elite,,,2,,,,2,,,,4,2,0
F,Q,Q,I,TRUE,65-74,H,C,L,0,Old Money,5,,,,5,,,,3,5,,3,0
F,K,O,E,TRUE,55-64,H,F,D,0,Wealth Whispers,3,,,,,,,,,,,1,0
F,U,L,H,TRUE,35-44,H,C,D,0,Date Nights City Lights,4,4,,,,,,,,,,4,0
F,U,L,H,TRUE,35-44,H,C,D,0,Date Nights City Lights,4,4,,,,,,,,,,4,0
F,U,L,H,TRUE,35-44,H,C,D,0,Date Nights City Lights,4,4,,,,,,,,,,4,0
F,R,Q,I,TRUE,55-64,H,B,,0,Wealth Whispers,,,,,,,,,,,,,0
F,Q,S,I,TRUE,45-54,H,A,D,0,Lowkey Luxe,,,1,,,,,,,,,1,0
F,S,Q,I,TRUE,65-74,H,D,L,0,Old Money,,,,,,,,,,,,2,0
M,Q,P,I,TRUE,75+,H,C,R,0,Old Money,,5,3,,2,,3,2,3,2,,1,0
F,Q,O,G,TRUE,75+,H,E,R,0,Old Money,,,,,5,5,,,,,,1,0
F,,,H,TRUE,45-54,H,,R,0,Lowkey Luxe,,1,1,,4,4,3,,2,5,,1,0
F,R,O,I,TRUE,55-64,H,B,D,0,Wealth Whispers,,,,,,,5,,,,,5,0
F,R,O,I,TRUE,55-64,H,B,D,0,Wealth Whispers,,,,,,,5,,,,,5,0
F,R,O,I,TRUE,55-64,H,B,D,0,Wealth Whispers,,,,,,,5,,,,,5,0
F,S,S,I,TRUE,55-64,H,B,D,0,Suburban Socialites,,,1,,,,5,,,,,1,0
F,Q,R,I,TRUE,45-54,H,,D,0,Lowkey Luxe,5,5,,,5,,,,,,,5,0
F,R,Q,I,TRUE,65-74,H,B,R,0,Wealth Whispers,5,4,1,,3,,3,3,1,5,2,1,0
F,Q,Q,I,,75+,H,B,D,0,Old Money,1,1,,,,,,,,,,1,0
M,Q,Q,I,TRUE,75+,H,B,I,0,Old Money,,,,1,1,,,,2,1,,1,0
M,Q,Q,I,TRUE,75+,H,B,I,0,Old Money,,,,1,1,,,,2,1,,1,0
F,Q,P,H,TRUE,55-64,H,B,R,0,Wealth Whispers,,4,5,,,,5,,,,,1,0
F,R,Q,I,TRUE,55-64,H,A,D,0,Wealth Whispers,3,4,4,,5,,,5,4,5,,2,0
M,Q,Q,I,TRUE,65-74,H,B,I,0,Wealth Whispers,,5,5,,5,,,,4,5,,4,0
M,Q,Q,I,TRUE,65-74,H,B,I,0,Wealth Whispers,,5,5,,5,,,,4,5,,4,0
M,Q,Q,I,TRUE,65-74,H,B,I,0,Wealth Whispers,,5,5,,5,,,,4,5,,4,0
F,Q,N,I,,75+,H,A,R,0,Silver Sneakers,,,,,,,,,,,,5,0
F,N,P,H,TRUE,55-64,H,C,I,0,Wealth Whispers,5,5,,,5,,,5,5,,,1,0
F,O,N,G,TRUE,55-64,H,C,D,0,Home for the Holidays,5,,,,3,5,,,1,3,,1,0
F,R,G,I,,65-74,H,C,I,0,Back at the Ranch,5,5,5,4,5,,,5,,,,2,0
F,N,N,G,TRUE,55-64,H,B,R,0,Home for the Holidays,,,3,,5,,,,2,5,,2,0
M,Q,R,I,,65-74,H,B,,0,Old Money,,2,5,,,,,,1,,,1,0
F,S,O,I,TRUE,55-64,H,D,,0,Single and Thriving,,,,,,,,,,,,,0
F,O,P,I,,75+,H,A,R,0,Senior Elite,,5,3,5,5,,4,5,,,,2,0
M,G,Q,I,TRUE,55-64,H,C,I,0,Suburban Socialites,,4,5,,1,1,5,,,,,1,0
